id,user_id,transaction_detail,total_coins,coins,created_at,updated_at,category
343,75,"You have earned 20 coins for sharing an update on LinkedIn.",700,20,"2022-01-27 09:24:14","2022-01-27 09:24:14",li
344,97,"You have earned 30 coins for sharing an update on LinkedIn.",450,30,"2022-01-27 09:24:46","2022-01-27 09:24:46",li
345,88,"You have earned 20 coins for sharing an update on LinkedIn.",340,20,"2022-01-27 22:34:15","2022-01-27 22:34:15",li
346,88,"You have earned 25 coins for sharing an update on Twitter.",365,25,"2022-01-27 22:34:28","2022-01-27 22:34:28",tw
347,96,"Coins removed for the late submission of Responsive Page task",430,-10,"2022-01-28 03:00:02","2022-01-28 03:00:02",ptd
348,59,"You have earned 30 coins for sharing an update on LinkedIn.",335,30,"2022-01-28 15:20:18","2022-01-28 15:20:18",li
349,96,"Coins removed for the late submission of Responsive Page task",420,-10,"2022-01-29 03:00:02","2022-01-29 03:00:02",ptd
350,51,"You have earned 15 coins for sharing an update on LinkedIn.",185,15,"2022-01-29 23:52:27","2022-01-29 23:52:27",li
351,51,"You have earned 20 coins for sharing an update on LinkedIn.",205,20,"2022-01-29 23:52:39","2022-01-29 23:52:39",li
352,100,"You have earned 30 coins for sharing an update on LinkedIn.",120,30,"2022-01-29 23:52:52","2022-01-29 23:52:52",li
353,102,"You have earned 30 coins for sharing an update on LinkedIn.",50,30,"2022-01-29 23:53:33","2022-01-29 23:53:33",li
354,102,"You have earned 30 coins for sharing an update on LinkedIn.",80,30,"2022-01-29 23:54:02","2022-01-29 23:54:02",li
355,96,"Coins removed for the late submission of Responsive Page task",400,-20,"2022-01-30 03:00:01","2022-01-30 03:00:01",ptd
356,101,"You have earned 30 coins for sharing an update on LinkedIn.",65,30,"2022-01-30 10:27:53","2022-01-30 10:27:53",li
357,96,"Coins removed for the late submission of Responsive Page task",380,-20,"2022-01-31 03:00:01","2022-01-31 03:00:01",ptd
358,93,"You have earned 30 coins for sharing an update on LinkedIn.",460,30,"2022-01-31 10:12:08","2022-01-31 10:12:08",li
359,93,"You have earned 25 coins for sharing an update on Twitter.",485,25,"2022-01-31 10:12:27","2022-01-31 10:12:27",tw
360,105," Hey Friend, good you got 20 coins for the Linkedin Profile",20,20,"2022-01-31 22:55:16","2022-01-31 22:55:16",te
361,102," Hey Friend, good you got 20 coins for the Linkedin Profile",100,20,"2022-01-31 23:13:56","2022-01-31 23:13:56",te
362,59," Hey Friend, good you got 20 coins for the Write a mail to HR",355,20,"2022-01-31 23:43:31","2022-01-31 23:43:31",te
363,75," Hey Friend, good you got 20 coins for the Write a mail to HR",720,20,"2022-01-31 23:44:10","2022-01-31 23:44:10",te
364,102,"You have earned 30 coins for sharing an update on LinkedIn.",130,30,"2022-02-01 08:40:15","2022-02-01 08:40:15",li
365,54,"You have earned 15 coins for sharing an update on LinkedIn.",145,15,"2022-02-01 08:40:25","2022-02-01 08:40:25",li
366,103," Hey Friend, good you got 20 coins for the Linkedin Profile",20,20,"2022-02-01 23:57:44","2022-02-01 23:57:44",te
367,106," Hey Friend, good you got 20 coins for the Linkedin Profile",20,20,"2022-02-01 23:58:17","2022-02-01 23:58:17",te
368,75,"You have earned 30 coins for sharing an update on LinkedIn.",750,30,"2022-02-02 00:03:12","2022-02-02 00:03:12",li
369,75,"You have earned 25 coins for sharing an update on Twitter.",775,25,"2022-02-02 00:03:49","2022-02-02 00:03:49",tw
370,88,"You have earned 25 coins for sharing an update on Twitter.",390,25,"2022-02-02 00:04:03","2022-02-02 00:04:03",tw
371,88,"You have earned 30 coins for sharing an update on LinkedIn.",420,30,"2022-02-02 00:04:18","2022-02-02 00:04:18",li
373,31,"You have earned 20 coins for sharing an update on LinkedIn.",70,20,"2022-02-02 12:07:59","2022-02-02 12:07:59",li
376,100," Hey Friend, good you got 20 coins for the Linkedin Profile",140,20,"2022-02-02 14:58:08","2022-02-02 14:58:08",te
377,102,"You have earned 30 coins for sharing an update on LinkedIn.",160,30,"2022-02-02 20:35:20","2022-02-02 20:35:20",li
378,100,"You have earned 30 coins for sharing an update on LinkedIn.",170,30,"2022-02-02 20:35:47","2022-02-02 20:35:47",li
379,31,"You have earned 25 coins for sharing an update on Twitter.",95,25,"2022-02-02 20:36:01","2022-02-02 20:36:01",tw
380,102,"You have earned 30 coins for sharing an update on LinkedIn.",190,30,"2022-02-02 20:36:15","2022-02-02 20:36:15",li
381,101,"You have earned 30 coins for sharing an update on LinkedIn.",95,30,"2022-02-02 20:53:45","2022-02-02 20:53:45",li
382,105,"You have earned 30 coins for sharing an update on LinkedIn.",50,30,"2022-02-02 21:23:33","2022-02-02 21:23:33",li
383,106,"You have earned 30 coins for sharing an update on LinkedIn.",50,30,"2022-02-02 21:24:05","2022-02-02 21:24:05",li
384,103,"You have earned 30 coins for sharing an update on LinkedIn.",50,30,"2022-02-02 22:30:47","2022-02-02 22:30:47",li
385,31,"You have earned 30 coins for sharing an update on LinkedIn.",125,30,"2022-02-04 00:06:05","2022-02-04 00:06:05",li
386,76,"Coins removed for the late submission of Hotstar-home-page task",0,-10,"2022-02-04 03:00:01","2022-02-04 03:00:01",ptd
387,31,"You have earned 25 coins for sharing an update on Twitter.",150,25,"2022-02-04 12:46:51","2022-02-04 12:46:51",tw
388,101," Hey Friend, good you got 20 coins for the Linkedin Profile",115,20,"2022-02-04 13:22:39","2022-02-04 13:22:39",te
389,104," Hey Friend, good you got 20 coins for the Linkedin Profile",20,20,"2022-02-04 13:23:21","2022-02-04 13:23:21",te
390,76,"Coins removed for the late submission of Hotstar-home-page task",-10,-10,"2022-02-05 03:00:01","2022-02-05 03:00:01",ptd
391,85,"You have won 50 coins for submitting the Task - React Kanban View on time. Keep going!",570,50,"2022-02-05 12:54:13","2022-02-05 12:54:13",tot
392,76,"Coins removed for the late submission of Hotstar-home-page task",-20,-10,"2022-02-06 03:00:01","2022-02-06 03:00:01",ptd
393,32," Hey Friend, good you got 50 coins for the Setup Exercism locally",995,50,"2022-02-06 18:28:20","2022-02-06 18:28:20",te
394,32," Hey Friend, good you got 50 coins for the Problem solving - Exercism",1045,50,"2022-02-06 18:28:36","2022-02-06 18:28:36",te
395,32," Hey Friend, good you got 50 coins for the Surface area and Volume of the cuboid",1095,50,"2022-02-06 18:28:46","2022-02-06 18:28:46",te
396,32," Hey Friend, good you got 50 coins for the Quadratic Equation",1145,50,"2022-02-06 18:28:55","2022-02-06 18:28:55",te
397,32," Hey Friend, good you got 50 coins for the Is a valid hexadecimal number",1195,50,"2022-02-06 18:29:06","2022-02-06 18:29:06",te
398,32," Hey Friend, good you got 50 coins for the Find Radix",1245,50,"2022-02-06 18:29:15","2022-02-06 18:29:15",te
399,32," Hey Friend, good you got 50 coins for the Find Grade of the student",1295,50,"2022-02-06 18:29:24","2022-02-06 18:29:24",te
400,32," Hey Friend, good you got 50 coins for the Display month name",1345,50,"2022-02-06 18:29:34","2022-02-06 18:29:34",te
401,32," Hey Friend, good you got 50 coins for the Display the username and domain name from email ID",1395,50,"2022-02-06 18:29:44","2022-02-06 18:29:44",te
402,32," Hey Friend, good you got 50 coins for the Find Factorial",1445,50,"2022-02-06 18:29:52","2022-02-06 18:29:52",te
403,32," Hey Friend, good you got 50 coins for the Check if a number is Palindrome",1495,50,"2022-02-06 18:30:01","2022-02-06 18:30:01",te
404,32," Hey Friend, good you got 50 coins for the Display Fibanocci Series",1545,50,"2022-02-06 18:30:09","2022-02-06 18:30:09",te
405,32," Hey Friend, good you got 50 coins for the Patterns - I",1595,50,"2022-02-06 18:30:16","2022-02-06 18:30:16",te
406,32," Hey Friend, good you got 50 coins for the Patterns - I",1645,50,"2022-02-06 18:30:17","2022-02-06 18:30:17",te
407,32," Hey Friend, good you got 50 coins for the Remove extra spaces from a string and Find number of words in a String",1695,50,"2022-02-06 18:30:26","2022-02-06 18:30:26",te
408,41," Hey Friend, good you got 50 coins for the Setup Exercism locally",415,50,"2022-02-06 18:30:33","2022-02-06 18:30:33",te
409,41," Hey Friend, good you got 50 coins for the Problem solving - Exercism",465,50,"2022-02-06 18:30:48","2022-02-06 18:30:48",te
410,41," Hey Friend, good you got 50 coins for the Problem solving - Exercism",515,50,"2022-02-06 18:30:57","2022-02-06 18:30:57",te
411,41," Hey Friend, good you got 50 coins for the Problem solving - Exercism",565,50,"2022-02-06 18:31:29","2022-02-06 18:31:29",te
412,41," Hey Friend, good you got 50 coins for the Problem solving - Exercism",615,50,"2022-02-06 18:31:38","2022-02-06 18:31:38",te
413,41," Hey Friend, good you got 50 coins for the Quadratic Equation",665,50,"2022-02-06 18:31:47","2022-02-06 18:31:47",te
414,41," Hey Friend, good you got 50 coins for the Surface area and Volume of the cuboid",715,50,"2022-02-06 18:31:56","2022-02-06 18:31:56",te
415,41," Hey Friend, good you got 50 coins for the Display the username and domain name from email ID",765,50,"2022-02-06 18:32:05","2022-02-06 18:32:05",te
416,41," Hey Friend, good you got 50 coins for the Display the username and domain name from email ID",815,50,"2022-02-06 18:32:05","2022-02-06 18:32:05",te
417,41," Hey Friend, good you got 50 coins for the Find Grade of the student",865,50,"2022-02-06 18:32:14","2022-02-06 18:32:14",te
418,41," Hey Friend, good you got 50 coins for the Is a valid hexadecimal number",915,50,"2022-02-06 18:32:23","2022-02-06 18:32:23",te
419,41," Hey Friend, good you got 50 coins for the Display month name",965,50,"2022-02-06 18:32:32","2022-02-06 18:32:32",te
420,41," Hey Friend, good you got 50 coins for the Find Factorial",1015,50,"2022-02-06 18:32:40","2022-02-06 18:32:40",te
421,41," Hey Friend, good you got 50 coins for the Display Fibanocci Series",1065,50,"2022-02-06 18:32:49","2022-02-06 18:32:49",te
422,41," Hey Friend, good you got 50 coins for the Check if a number is Palindrome",1115,50,"2022-02-06 18:32:58","2022-02-06 18:32:58",te
423,41," Hey Friend, good you got 50 coins for the Remove extra spaces from a string and Find number of words in a String",1165,50,"2022-02-06 18:33:06","2022-02-06 18:33:06",te
424,41," Hey Friend, good you got 50 coins for the Patterns - I",1215,50,"2022-02-06 18:33:57","2022-02-06 18:33:57",te
425,41," Hey Friend, good you got 50 coins for the Find Radix",1265,50,"2022-02-06 18:34:15","2022-02-06 18:34:15",te
426,43," Hey Friend, good you got 50 coins for the Quadratic Equation",215,50,"2022-02-06 18:34:23","2022-02-06 18:34:23",te
427,43," Hey Friend, good you got 50 coins for the Surface area and Volume of the cuboid",265,50,"2022-02-06 18:34:31","2022-02-06 18:34:31",te
428,43," Hey Friend, good you got 50 coins for the Find Grade of the student",315,50,"2022-02-06 18:34:39","2022-02-06 18:34:39",te
429,43," Hey Friend, good you got 50 coins for the Display month name",365,50,"2022-02-06 18:34:47","2022-02-06 18:34:47",te
430,43," Hey Friend, good you got 50 coins for the Find Factorial",415,50,"2022-02-06 18:34:55","2022-02-06 18:34:55",te
431,43," Hey Friend, good you got 50 coins for the Check if a number is Palindrome",465,50,"2022-02-06 18:35:03","2022-02-06 18:35:03",te
432,43," Hey Friend, good you got 50 coins for the Is a valid hexadecimal number",515,50,"2022-02-06 18:35:12","2022-02-06 18:35:12",te
433,43," Hey Friend, good you got 50 coins for the Display the username and domain name from email ID",565,50,"2022-02-06 18:35:20","2022-02-06 18:35:20",te
434,43," Hey Friend, good you got 50 coins for the Display Fibanocci Series",615,50,"2022-02-06 18:35:29","2022-02-06 18:35:29",te
435,43," Hey Friend, good you got 50 coins for the Remove extra spaces from a string and Find number of words in a String",665,50,"2022-02-06 18:35:38","2022-02-06 18:35:38",te
436,43," Hey Friend, good you got 50 coins for the Patterns - I",715,50,"2022-02-06 18:35:47","2022-02-06 18:35:47",te
437,43," Hey Friend, good you got 50 coins for the Find Radix",765,50,"2022-02-06 18:35:55","2022-02-06 18:35:55",te
438,43," Hey Friend, good you got 50 coins for the Setup Exercism locally",815,50,"2022-02-06 18:36:03","2022-02-06 18:36:03",te
439,43," Hey Friend, good you got 50 coins for the Problem solving - Exercism",865,50,"2022-02-06 18:39:04","2022-02-06 18:39:04",te
440,51," Hey Friend, good you got 50 coins for the Quadratic Equation",255,50,"2022-02-06 18:39:14","2022-02-06 18:39:14",te
441,51," Hey Friend, good you got 50 coins for the Surface area and Volume of the cuboid",305,50,"2022-02-06 18:39:23","2022-02-06 18:39:23",te
442,51," Hey Friend, good you got 50 coins for the Find Grade of the student",355,50,"2022-02-06 18:39:33","2022-02-06 18:39:33",te
443,51," Hey Friend, good you got 50 coins for the Display month name",405,50,"2022-02-06 18:39:41","2022-02-06 18:39:41",te
444,51," Hey Friend, good you got 50 coins for the Find Factorial",455,50,"2022-02-06 18:39:49","2022-02-06 18:39:49",te
445,51," Hey Friend, good you got 50 coins for the Check if a number is Palindrome",505,50,"2022-02-06 18:39:58","2022-02-06 18:39:58",te
446,51," Hey Friend, good you got 50 coins for the Patterns - I",555,50,"2022-02-06 18:40:06","2022-02-06 18:40:06",te
447,51," Hey Friend, good you got 50 coins for the Remove extra spaces from a string and Find number of words in a String",605,50,"2022-02-06 18:40:14","2022-02-06 18:40:14",te
448,51," Hey Friend, good you got 50 coins for the Display Fibanocci Series",655,50,"2022-02-06 18:40:22","2022-02-06 18:40:22",te
449,51," Hey Friend, good you got 50 coins for the Display the username and domain name from email ID",705,50,"2022-02-06 18:40:30","2022-02-06 18:40:30",te
450,51," Hey Friend, good you got 50 coins for the Is a valid hexadecimal number",755,50,"2022-02-06 18:40:37","2022-02-06 18:40:37",te
451,51," Hey Friend, good you got 50 coins for the Find Radix",805,50,"2022-02-06 18:40:45","2022-02-06 18:40:45",te
452,51," Hey Friend, good you got 50 coins for the Problem solving - Exercism",855,50,"2022-02-06 18:40:52","2022-02-06 18:40:52",te
453,51," Hey Friend, good you got 50 coins for the Setup Exercism locally",905,50,"2022-02-06 18:40:59","2022-02-06 18:40:59",te
454,54," Hey Friend, good you got 50 coins for the Quadratic Equation",195,50,"2022-02-06 18:44:02","2022-02-06 18:44:02",te
455,54," Hey Friend, good you got 50 coins for the Surface area and Volume of the cuboid",245,50,"2022-02-06 18:44:10","2022-02-06 18:44:10",te
456,54," Hey Friend, good you got 50 coins for the Display the username and domain name from email ID",295,50,"2022-02-06 18:44:18","2022-02-06 18:44:18",te
457,94,"You have won 50 coins for submitting the YouTube Videos Page on time. Keep going!",600,50,"2022-02-06 18:44:26","2022-02-06 18:44:26",tot
458,54," Hey Friend, good you got 50 coins for the Is a valid hexadecimal number",345,50,"2022-02-06 18:44:26","2022-02-06 18:44:26",te
459,54," Hey Friend, good you got 50 coins for the Find Grade of the student",395,50,"2022-02-06 18:44:33","2022-02-06 18:44:33",te
460,54," Hey Friend, good you got 50 coins for the Display month name",445,50,"2022-02-06 18:44:41","2022-02-06 18:44:41",te
461,54," Hey Friend, good you got 50 coins for the Find Factorial",495,50,"2022-02-06 18:44:49","2022-02-06 18:44:49",te
462,54," Hey Friend, good you got 50 coins for the Check if a number is Palindrome",545,50,"2022-02-06 18:44:56","2022-02-06 18:44:56",te
463,54," Hey Friend, good you got 50 coins for the Display Fibanocci Series",595,50,"2022-02-06 18:45:05","2022-02-06 18:45:05",te
464,54," Hey Friend, good you got 50 coins for the Patterns - I",645,50,"2022-02-06 18:45:13","2022-02-06 18:45:13",te
465,54," Hey Friend, good you got 50 coins for the Remove extra spaces from a string and Find number of words in a String",695,50,"2022-02-06 18:45:21","2022-02-06 18:45:21",te
466,54," Hey Friend, good you got 50 coins for the Remove extra spaces from a string and Find number of words in a String",745,50,"2022-02-06 18:45:21","2022-02-06 18:45:21",te
467,54," Hey Friend, good you got 50 coins for the Find Radix",795,50,"2022-02-06 18:45:29","2022-02-06 18:45:29",te
468,54," Hey Friend, good you got 50 coins for the Setup Exercism locally",845,50,"2022-02-06 18:45:39","2022-02-06 18:45:39",te
469,54," Hey Friend, good you got 50 coins for the Setup Exercism locally",895,50,"2022-02-06 18:45:40","2022-02-06 18:45:40",te
470,54," Hey Friend, good you got 50 coins for the Problem solving - Exercism",945,50,"2022-02-06 18:45:48","2022-02-06 18:45:48",te
471,59,"You have earned 30 coins for sharing an update on LinkedIn.",385,30,"2022-02-06 18:47:44","2022-02-06 18:47:44",li
472,59,"You have earned 25 coins for sharing an update on Twitter.",410,25,"2022-02-06 18:48:00","2022-02-06 18:48:00",tw
473,73,"You have earned 30 coins for sharing an update on LinkedIn.",400,30,"2022-02-06 18:48:16","2022-02-06 18:48:16",li
474,51,"You have earned 15 coins for sharing an update on LinkedIn.",920,15,"2022-02-06 21:24:26","2022-02-06 21:24:26",li
475,93,"You have earned 30 coins for sharing an update on LinkedIn.",515,30,"2022-02-06 22:45:51","2022-02-06 22:45:51",li
476,76,"Coins removed for the late submission of Hotstar-home-page task",-30,-10,"2022-02-07 03:00:01","2022-02-07 03:00:01",ptd
477,90,"Coins removed for the late submission of YouTube Videos Page task",670,-10,"2022-02-07 03:00:01","2022-02-07 03:00:01",ptd
478,91,"Coins removed for the late submission of YouTube Videos Page task",420,-10,"2022-02-07 03:00:02","2022-02-07 03:00:02",ptd
479,92,"Coins removed for the late submission of YouTube Videos Page task",400,-10,"2022-02-07 03:00:02","2022-02-07 03:00:02",ptd
480,93,"Coins removed for the late submission of YouTube Videos Page task",505,-10,"2022-02-07 03:00:02","2022-02-07 03:00:02",ptd
481,97,"Coins removed for the late submission of YouTube Videos Page task",440,-10,"2022-02-07 03:00:02","2022-02-07 03:00:02",ptd
482,100,"You have earned 30 coins for sharing an update on LinkedIn.",200,30,"2022-02-07 09:21:27","2022-02-07 09:21:27",li
483,93,"You have earned 25 coins for sharing an update on Twitter.",530,25,"2022-02-07 18:10:45","2022-02-07 18:10:45",tw
484,76,"Coins removed for the late submission of Hotstar-home-page task",-50,-20,"2022-02-08 03:00:01","2022-02-08 03:00:01",ptd
485,90,"Coins removed for the late submission of YouTube Videos Page task",660,-10,"2022-02-08 03:00:01","2022-02-08 03:00:01",ptd
486,91,"Coins removed for the late submission of YouTube Videos Page task",410,-10,"2022-02-08 03:00:01","2022-02-08 03:00:01",ptd
487,92,"Coins removed for the late submission of YouTube Videos Page task",390,-10,"2022-02-08 03:00:01","2022-02-08 03:00:01",ptd
488,93,"Coins removed for the late submission of YouTube Videos Page task",520,-10,"2022-02-08 03:00:01","2022-02-08 03:00:01",ptd
489,97,"Coins removed for the late submission of YouTube Videos Page task",430,-10,"2022-02-08 03:00:02","2022-02-08 03:00:02",ptd
490,76,"Coins removed for the late submission of Hotstar-home-page task",-70,-20,"2022-02-09 03:00:01","2022-02-09 03:00:01",ptd
491,93,"Coins removed for the late submission of YouTube Videos Page task",510,-10,"2022-02-09 03:00:01","2022-02-09 03:00:01",ptd
492,97,"Coins removed for the late submission of YouTube Videos Page task",420,-10,"2022-02-09 03:00:01","2022-02-09 03:00:01",ptd
493,100,"You have won 50 coins for submitting the Create a webpage using HTML and CSS and Push into the Git. on time. Keep going!",250,50,"2022-02-09 19:19:30","2022-02-09 19:19:30",tot
494,76,"Coins removed for the late submission of Hotstar-home-page task",-100,-30,"2022-02-10 03:00:02","2022-02-10 03:00:02",ptd
495,76,"Coins removed for the late submission of Hotstar-home-page task",-150,-50,"2022-02-11 03:00:01","2022-02-11 03:00:01",ptd
496,76,"Coins removed for the late submission of Hotstar-home-page task",-200,-50,"2022-02-12 03:00:01","2022-02-12 03:00:01",ptd
497,88,"You have won 50 coins for submitting the Counter App on time. Keep going!",470,50,"2022-02-12 15:19:45","2022-02-12 15:19:45",tot
498,88,"You have won 50 coins for submitting the Display Text in Flutter App on time. Keep going!",520,50,"2022-02-12 15:29:19","2022-02-12 15:29:19",tot
499,88,"You have won 50 coins for submitting the Linkedin Profile on time. Keep going!",570,50,"2022-02-12 15:33:05","2022-02-12 15:33:05",tot
500,88,"You have won 50 coins for submitting the Background Color changer on time. Keep going!",620,50,"2022-02-12 15:36:03","2022-02-12 15:36:03",tot
501,88,"You have won 50 coins for submitting the Roll Dice on time. Keep going!",670,50,"2022-02-12 19:41:21","2022-02-12 19:41:21",tot
502,90," Hey Friend, good you got 50 coins for the Responsive Page",710,50,"2022-02-13 02:37:11","2022-02-13 02:37:11",te
503,90," Hey Friend, good you got 40 coins for the YouTube Videos Page",750,40,"2022-02-13 02:38:23","2022-02-13 02:38:23",te
504,91," Hey Friend, good you got 40 coins for the YouTube Videos Page",450,40,"2022-02-13 02:41:12","2022-02-13 02:41:12",te
505,91," Hey Friend, good you got 50 coins for the Responsive Page",500,50,"2022-02-13 02:41:50","2022-02-13 02:41:50",te
506,92," Hey Friend, good you got 50 coins for the Responsive Page",440,50,"2022-02-13 02:43:28","2022-02-13 02:43:28",te
507,93," Hey Friend, good you got 50 coins for the Responsive Page",560,50,"2022-02-13 02:46:33","2022-02-13 02:46:33",te
508,93," Hey Friend, good you got 40 coins for the YouTube Videos Page",600,40,"2022-02-13 02:48:03","2022-02-13 02:48:03",te
509,94," Hey Friend, good you got 40 coins for the YouTube Videos Page",640,40,"2022-02-13 02:50:37","2022-02-13 02:50:37",te
510,97," Hey Friend, good you got 40 coins for the YouTube Videos Page",460,40,"2022-02-13 02:52:01","2022-02-13 02:52:01",te
511,97," Hey Friend, good you got 50 coins for the Responsive Page",510,50,"2022-02-13 02:52:51","2022-02-13 02:52:51",te
512,90,"Good progress friend, you got 50 coins for completing a roadmap in your career.",800,50,"2022-02-13 02:53:36","2022-02-13 02:53:36",rm
513,90,"Good progress friend, you got 50 coins for completing a roadmap in your career.",850,50,"2022-02-13 02:53:42","2022-02-13 02:53:42",rm
514,90,"Good progress friend, you got 25 coins for completing a roadmap in your career.",875,25,"2022-02-13 02:53:49","2022-02-13 02:53:49",rm
515,91,"Good progress friend, you got 75 coins for completing a roadmap in your career.",575,75,"2022-02-13 02:54:26","2022-02-13 02:54:26",rm
516,91,"Good progress friend, you got 75 coins for completing a roadmap in your career.",650,75,"2022-02-13 02:54:33","2022-02-13 02:54:33",rm
517,91,"Good progress friend, you got 50 coins for completing a roadmap in your career.",700,50,"2022-02-13 02:54:40","2022-02-13 02:54:40",rm
518,91,"Good progress friend, you got 25 coins for completing a roadmap in your career.",725,25,"2022-02-13 02:54:44","2022-02-13 02:54:44",rm
519,91,"Good progress friend, you got 25 coins for completing a roadmap in your career.",750,25,"2022-02-13 02:54:49","2022-02-13 02:54:49",rm
520,91,"Good progress friend, you got 25 coins for completing a roadmap in your career.",775,25,"2022-02-13 02:55:01","2022-02-13 02:55:01",rm
521,92,"Good progress friend, you got 50 coins for completing a roadmap in your career.",490,50,"2022-02-13 02:55:30","2022-02-13 02:55:30",rm
522,92,"Good progress friend, you got 75 coins for completing a roadmap in your career.",565,75,"2022-02-13 02:55:35","2022-02-13 02:55:35",rm
523,92,"Good progress friend, you got 50 coins for completing a roadmap in your career.",615,50,"2022-02-13 02:55:38","2022-02-13 02:55:38",rm
524,92,"Good progress friend, you got 50 coins for completing a roadmap in your career.",665,50,"2022-02-13 02:55:43","2022-02-13 02:55:43",rm
525,92,"Good progress friend, you got 25 coins for completing a roadmap in your career.",690,25,"2022-02-13 02:55:52","2022-02-13 02:55:52",rm
526,93,"Good progress friend, you got 75 coins for completing a roadmap in your career.",675,75,"2022-02-13 02:56:09","2022-02-13 02:56:09",rm
527,93,"Good progress friend, you got 75 coins for completing a roadmap in your career.",750,75,"2022-02-13 02:56:14","2022-02-13 02:56:14",rm
528,93,"Good progress friend, you got 50 coins for completing a roadmap in your career.",800,50,"2022-02-13 02:56:19","2022-02-13 02:56:19",rm
529,93,"Good progress friend, you got 50 coins for completing a roadmap in your career.",850,50,"2022-02-13 02:56:23","2022-02-13 02:56:23",rm
530,93,"Good progress friend, you got 25 coins for completing a roadmap in your career.",875,25,"2022-02-13 02:56:27","2022-02-13 02:56:27",rm
531,93,"Good progress friend, you got 50 coins for completing a roadmap in your career.",925,50,"2022-02-13 02:56:36","2022-02-13 02:56:36",rm
532,94,"Good progress friend, you got 75 coins for completing a roadmap in your career.",715,75,"2022-02-13 02:56:53","2022-02-13 02:56:53",rm
533,94,"Good progress friend, you got 75 coins for completing a roadmap in your career.",790,75,"2022-02-13 02:56:57","2022-02-13 02:56:57",rm
534,94,"Good progress friend, you got 25 coins for completing a roadmap in your career.",815,25,"2022-02-13 02:57:01","2022-02-13 02:57:01",rm
535,94,"Good progress friend, you got 25 coins for completing a roadmap in your career.",840,25,"2022-02-13 02:57:05","2022-02-13 02:57:05",rm
536,94,"Good progress friend, you got 25 coins for completing a roadmap in your career.",865,25,"2022-02-13 02:57:10","2022-02-13 02:57:10",rm
537,94,"Good progress friend, you got 25 coins for completing a roadmap in your career.",890,25,"2022-02-13 02:57:14","2022-02-13 02:57:14",rm
538,97,"Good progress friend, you got 75 coins for completing a roadmap in your career.",585,75,"2022-02-13 02:57:25","2022-02-13 02:57:25",rm
539,97,"Good progress friend, you got 75 coins for completing a roadmap in your career.",660,75,"2022-02-13 02:57:29","2022-02-13 02:57:29",rm
540,97,"Good progress friend, you got 50 coins for completing a roadmap in your career.",710,50,"2022-02-13 02:57:35","2022-02-13 02:57:35",rm
541,97,"Good progress friend, you got 50 coins for completing a roadmap in your career.",760,50,"2022-02-13 02:57:43","2022-02-13 02:57:43",rm
542,97,"Good progress friend, you got 50 coins for completing a roadmap in your career.",810,50,"2022-02-13 02:57:48","2022-02-13 02:57:48",rm
543,97,"Good progress friend, you got 25 coins for completing a roadmap in your career.",835,25,"2022-02-13 02:57:52","2022-02-13 02:57:52",rm
544,76,"Coins removed for the late submission of Hotstar-home-page task",-250,-50,"2022-02-13 03:00:01","2022-02-13 03:00:01",ptd
545,88,"You have won 50 coins for submitting the Image Viewer on time. Keep going!",720,50,"2022-02-13 17:10:26","2022-02-13 17:10:26",tot
546,88,"You have won 50 coins for submitting the Install Flutter on time. Keep going!",770,50,"2022-02-13 18:28:45","2022-02-13 18:28:45",tot
547,76,"Coins removed for the late submission of Hotstar-home-page task",-300,-50,"2022-02-14 03:00:02","2022-02-14 03:00:02",ptd
548,88,"Coins removed for the late submission of Custom Font task",760,-10,"2022-02-14 03:00:02","2022-02-14 03:00:02",ptd
549,88,"Coins removed for the late submission of Custom Font task",750,-10,"2022-02-14 03:00:02","2022-02-14 03:00:02",ptd
550,95,"Coins removed for the late submission of Counter App task",45,-10,"2022-02-14 03:00:02","2022-02-14 03:00:02",ptd
551,95,"Coins removed for the late submission of Counter App task",35,-10,"2022-02-14 03:00:02","2022-02-14 03:00:02",ptd
552,95,"Coins removed for the late submission of Display Text in Flutter App task",25,-10,"2022-02-14 03:00:02","2022-02-14 03:00:02",ptd
553,95,"Coins removed for the late submission of Display Text in Flutter App task",15,-10,"2022-02-14 03:00:02","2022-02-14 03:00:02",ptd
554,95,"Coins removed for the late submission of Background Color changer task",5,-10,"2022-02-14 03:00:03","2022-02-14 03:00:03",ptd
555,95,"Coins removed for the late submission of Background Color changer task",-5,-10,"2022-02-14 03:00:03","2022-02-14 03:00:03",ptd
556,95,"Coins removed for the late submission of Linkedin Profile task",-15,-10,"2022-02-14 03:00:03","2022-02-14 03:00:03",ptd
557,95,"Coins removed for the late submission of Linkedin Profile task",-25,-10,"2022-02-14 03:00:04","2022-02-14 03:00:04",ptd
558,95,"Coins removed for the late submission of Roll Dice task",-35,-10,"2022-02-14 03:00:04","2022-02-14 03:00:04",ptd
559,95,"Coins removed for the late submission of Roll Dice task",-45,-10,"2022-02-14 03:00:04","2022-02-14 03:00:04",ptd
560,95,"Coins removed for the late submission of Custom Font task",-55,-10,"2022-02-14 03:00:04","2022-02-14 03:00:04",ptd
561,95,"Coins removed for the late submission of Custom Font task",-65,-10,"2022-02-14 03:00:04","2022-02-14 03:00:04",ptd
562,95,"Coins removed for the late submission of Image Viewer task",-75,-10,"2022-02-14 03:00:04","2022-02-14 03:00:04",ptd
563,95,"Coins removed for the late submission of Image Viewer task",-85,-10,"2022-02-14 03:00:04","2022-02-14 03:00:04",ptd
